34	33	48	5	38	35	44	-1	
75	76	48	5	83	57	3	1	
63	57	48	5	49	7	2	-1	
21	51	48	5	5	32	41	-1	
3	45	48	5	36	21	32	-1	
24	43	48	5	54	52	59	-1	
29	39	48	5	52	4	48	-1	
69	8	48	5	46	57	26	-1	
71	57	48	5	48	35	32	-1	
43	32	48	5	33	45	52	-1	
42	4	48	5	56	18	3	-1	
74	49	48	5	42	54	36	-1	
56	51	48	5	34	37	46	-1	
38	46	48	5	48	22	29	-1	
21	34	48	5	51	28	39	-1	
63	83	48	5	4	39	19	-1	
39	32	48	5	46	24	35	-1	
53	42	48	5	16	29	39	-1	
75	84	48	5	35	52	33	-1	
23	33	48	5	43	33	43	-1	
52	44	48	5	37	36	42	-1	
61	45	48	5	48	35	41	-1	
61	75	48	5	51	33	33	1	
74	78	48	5	75	54	15	1	
63	8	48	5	46	31	29	-1	
6	76	1	5	77	59	52	1	
36	54	48	5	41	38	46	-1	
32	39	48	5	53	28	38	-1	
64	66	48	5	41	39	2	-1	
3	37	48	5	43	18	3	-1	
25	37	48	5	41	33	42	-1	
31	47	48	5	29	28	39	-1	
22	36	48	5	35	39	47	-1	
69	67	48	5	3	39	24	-1	
33	45	48	5	52	32	41	-1	
4	31	48	5	41	29	39	-1	
25	48	48	5	44	17	29	-1	
29	37	48	5	48	44	52	-1	
23	32	48	5	55	25	35	-1	
63	49	48	5	79	45	28	1	
29	47	48	5	41	23	34	-1	
75	55	1	1	4	47	3	1	
7	61	48	5	56	52	43	-1	
32	33	48	5	6	6	2	-1	
7	71	48	5	42	84	85	-1	
36	42	48	5	53	32	41	-1	
44	49	48	5	39	38	4	-1	
25	51	48	5	37	42	5	-1	
34	35	48	5	51	49	56	-1	
67	55	1	5	66	58	16	-1	
5	51	48	5	27	23	34	-1	
69	66	48	5	41	5	25	-1	
41	51	48	5	58	2	31	-1	
63	65	48	5	39	44	35	-1	
35	37	48	5	3	34	43	-1	
35	34	48	5	46	3	27	-1	
44	35	48	5	55	55	61	-1	
29	3	48	5	45	3	17	-1	
4	35	48	5	45	33	42	-1	
68	67	48	5	49	4	34	-1	
78	68	48	5	83	4	29	1	
51	54	48	5	41	34	43	-1	
74	47	48	5	5	57	42	-1	
5	49	48	5	49	46	53	-1	
63	1	48	5	35	51	49	-1	
29	52	48	5	42	29	39	-1	
71	46	1	5	52	59	3	-1	
56	4	48	5	49	37	46	-1	
68	63	48	5	73	4	3	1	
36	41	48	5	48	47	54	-1	
64	81	48	5	37	39	44	-1	
77	57	48	5	88	53	2	1	
34	51	48	5	44	37	46	-1	
34	45	48	5	38	24	35	-1	
24	43	48	5	37	28	38	-1	
18	3	48	5	46	24	35	-1	
4	45	48	5	38	22	0	-1	
68	76	48	5	84	45	27	1	
17	52	48	5	49	37	46	-1	
24	41	48	5	49	23	34	-1	
27	42	48	5	37	38	43	-1	
61	6	48	5	44	39	38	-1	
17	39	48	5	53	3	39	-1	
26	4	48	5	36	26	37	-1	
38	44	48	5	43	2	31	-1	
4	42	48	5	37	27	27	-1	
62	83	48	5	46	36	4	-1	
34	46	48	5	52	35	44	-1	
22	34	48	5	42	29	39	-1	
3	37	48	5	59	41	49	-1	
4	41	48	5	55	22	33	-1	
